ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
689822510,On The Edge : Stories At The Brink,Lois Duncan,2000,Simon &amp; Schuster Children's Publishing,http://images.amazon.com/images/P/0689822510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689822510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689822510.01.LZZZZZZZ.jpg,$394.94,93014,10,Drama,Swati
6513549,The Money Makers,Harry Bingham,2000,Harpercollins Pub Ltd,http://images.amazon.com/images/P/0006513549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0006513549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0006513549.01.LZZZZZZZ.jpg,$471.21,8140,7,Crime,Yiddish
446356034,The Corsican Woman,Madge Swindells,1989,Warner Books,http://images.amazon.com/images/P/0446356034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446356034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446356034.01.LZZZZZZZ.jpg,$133.69,80880,5,Adventure,Sotho
140235574,Paid and Loving Eyes (Lovejoy Mystery),Jonathan Gash,1994,Penguin Books,http://images.amazon.com/images/P/0140235574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140235574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140235574.01.LZZZZZZZ.jpg,$82.72,82562,3,Documentary,Oriya
312901038,Death in Berlin,Mary Margaret Kaye,1986,St Martins Pr,http://images.amazon.com/images/P/0312901038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312901038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312901038.01.LZZZZZZZ.jpg,$176.32,85105,9,Comedy,GuaranÃ­
671542192,TOTAL TSTLSS TRVIA,Catherine Whitney,1984,Pocket,http://images.amazon.com/images/P/0671542192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671542192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671542192.01.LZZZZZZZ.jpg,$119.59,34327,3,Documentary,Hiri Motu
553255983,The Alchemist,Ken Goddard,1986,Bantam Books,http://images.amazon.com/images/P/0553255983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553255983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553255983.01.LZZZZZZZ.jpg,$449.71,30398,6,Comedy,Zulu
082171788X,The Doll,Josh Webster,1986,Kensington Pub Corp (Mm),http://images.amazon.com/images/P/082171788X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/082171788X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/082171788X.01.LZZZZZZZ.jpg,$138.73,74834,5,Drama,West Frisian
449200647,Not a Penny More Not a Penny Less,Jeffrey Archer,1982,Fawcett Books,http://images.amazon.com/images/P/0449200647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449200647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449200647.01.LZZZZZZZ.jpg,$132.66,17575,9,Drama,Bislama
446329088,Fatal Beauty,John Godey,1985,Warner Books,http://images.amazon.com/images/P/0446329088.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446329088.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446329088.01.LZZZZZZZ.jpg,$378.97,59082,8,Horror,Montenegrin
61008117,Act of Will,Barbara Taylor Bradford,1994,HarperTorch,http://images.amazon.com/images/P/0061008117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061008117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061008117.01.LZZZZZZZ.jpg,$57.04,95685,5,Crime,Dutch
345344596,Regrets Only,Sally Quinn,1987,Ballantine Books,http://images.amazon.com/images/P/0345344596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345344596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345344596.01.LZZZZZZZ.jpg,$264.97,90556,8,Drama,Dhivehi
449223442,Daughter of the Stars,PHYLLIS A. WHITNEY,1995,Ivy Books,http://images.amazon.com/images/P/0449223442.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449223442.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449223442.01.LZZZZZZZ.jpg,$133.83,78219,3,Comedy,Punjabi
044921897X,Singing Stones,PHYLLIS A. WHITNEY,1991,Ivy Books,http://images.amazon.com/images/P/044921897X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044921897X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044921897X.01.LZZZZZZZ.jpg,$68.45,84021,7,Adventure,Pashto
1890768243,Shiveree (Eclaire Mysteries (Paperback)),Sophie Dunbar,2000,Intrigue Press,http://images.amazon.com/images/P/1890768243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1890768243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1890768243.01.LZZZZZZZ.jpg,$249.93,26155,8,Comedy,Greek
609600672,Dave Barry Is Not Taking This Sitting Down,Dave Barry,2000,Crown Publishing Group (NY),http://images.amazon.com/images/P/0609600672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609600672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609600672.01.LZZZZZZZ.jpg,$183.18,97769,4,Adventure,Belarusian
553572563,Death Dream,Ben Bova,1995,Bantam,http://images.amazon.com/images/P/0553572563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572563.01.LZZZZZZZ.jpg,$43.60,90468,4,Action,Spanish
380771411,A Night in the Lonesome October,Roger Zelazny,1994,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380771411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380771411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380771411.01.LZZZZZZZ.jpg,$10.34,84999,3,Drama,Thai
451157281,Godplayer,Robin Cook,1994,Signet Book,http://images.amazon.com/images/P/0451157281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451157281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451157281.01.LZZZZZZZ.jpg,$7.39,6249,4,Comedy,French
804110557,Vow of Chastity (Sister Joan Mystery),Veronica Black,1993,Fawcett Books,http://images.amazon.com/images/P/0804110557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804110557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804110557.01.LZZZZZZZ.jpg,$325.68,15245,2,Comedy,Pashto
451401964,The Death Shift: The True Story of Nurse Genene Jones and the Texas Baby Murders,Peter Elkind,1990,Onyx Books,http://images.amazon.com/images/P/0451401964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451401964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451401964.01.LZZZZZZZ.jpg,$273.55,48464,6,Horror,Ndebele
425145794,In the Dark,Carol Brennan,1995,Berkley Pub Group,http://images.amazon.com/images/P/0425145794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425145794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425145794.01.LZZZZZZZ.jpg,$52.44,21833,5,Comedy,Malagasy
446530697,Running with the Giants: What the Old Testament Heroes Want You to Know About Life and Leadership,John C. Maxwell,2002,Warner Faith,http://images.amazon.com/images/P/0446530697.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446530697.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446530697.01.LZZZZZZZ.jpg,$394.68,87490,1,Comedy,Czech
152567089,The Napping House,Audrey Wood,1984,Harcourt Children's Books,http://images.amazon.com/images/P/0152567089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152567089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152567089.01.LZZZZZZZ.jpg,$191.34,81509,10,Comedy,Romanian
61056405,Foundation and Chaos : The Second Foundation Trilogy (Second Foundation Trilogy (Paperback)),Greg Bear,1999,Eos,http://images.amazon.com/images/P/0061056405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061056405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061056405.01.LZZZZZZZ.jpg,$125.44,42041,9,Drama,Ndebele
61020052,Infinity Beach,Jack McDevitt,2001,Eos,http://images.amazon.com/images/P/0061020052.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020052.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020052.01.LZZZZZZZ.jpg,$77.85,49212,10,Drama,Kyrgyz
553583743,The Ghost Sister,Liz Williams,2001,Spectra Books,http://images.amazon.com/images/P/0553583743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583743.01.LZZZZZZZ.jpg,$461.66,39975,5,Adventure,Montenegrin
441005926,Illegal Alien,Robert J. Sawyer,1999,Ace Books,http://images.amazon.com/images/P/0441005926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441005926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441005926.01.LZZZZZZZ.jpg,$316.19,68653,8,Drama,Moldovan
812542991,Rogue Star (Firestar Saga (Paperback)),Michael Flynn,1999,Tor Books,http://images.amazon.com/images/P/0812542991.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812542991.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812542991.01.LZZZZZZZ.jpg,$337.27,80638,3,Drama,Northern Sotho
886778980,Stronghold Rising (Sholan Alliance Novels),Lisanne Norman,2000,Daw Books,http://images.amazon.com/images/P/0886778980.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886778980.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886778980.01.LZZZZZZZ.jpg,$293.19,65141,5,Action,GuaranÃ­
812541723,There and Back Again,Pat Murphy,2000,Tor Books,http://images.amazon.com/images/P/0812541723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812541723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812541723.01.LZZZZZZZ.jpg,$216.44,36523,6,Documentary,Kyrgyz
192836544,Confessions of an English Opium-Eater and Other Writings (Oxford World's Classics (Paperback)),Thomas De Quincey,1998,Oxford University Press,http://images.amazon.com/images/P/0192836544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192836544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192836544.01.LZZZZZZZ.jpg,$276.29,43689,10,Animation,Bosnian
2070376001,Armoires Vides (Folio Series No. 1600),Annie Ernaux,1989,Contemporary French Fiction,http://images.amazon.com/images/P/2070376001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070376001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070376001.01.LZZZZZZZ.jpg,$188.01,26987,4,Comedy,English
2070403947,Lettres de Londres,Julian Barnes,1998,Gallimard,http://images.amazon.com/images/P/2070403947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070403947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070403947.01.LZZZZZZZ.jpg,$242.09,44709,5,Comedy,Polish
672307456,Html and Cgi Unleashed/Book and Cd-Rom,John December,1995,Macmillan Computer Pub,http://images.amazon.com/images/P/0672307456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0672307456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0672307456.01.LZZZZZZZ.jpg,$218.84,40513,5,Action,Hindi
140360778,The Road to Memphis,Mildred D. Taylor,1992,Puffin Books,http://images.amazon.com/images/P/0140360778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140360778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140360778.01.LZZZZZZZ.jpg,$123.67,27949,7,Drama,Estonian
877853983,Light in My Darkness,Helen Keller,2000,Chrysalis Books,http://images.amazon.com/images/P/0877853983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877853983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877853983.01.LZZZZZZZ.jpg,$393.22,75940,8,Documentary,Kurdish
3442426081,Das Echo aller Furcht. Roman.,Tom Clancy,1994,Goldmann,http://images.amazon.com/images/P/3442426081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442426081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442426081.01.LZZZZZZZ.jpg,$128.87,72475,3,Sci-Fi,Punjabi
3453139941,Invasion 3. Der Feind der Zeit. Star Trek.,L. A. Graf,1998,Heyne,http://images.amazon.com/images/P/3453139941.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453139941.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453139941.01.LZZZZZZZ.jpg,$132.25,99003,8,Drama,Lithuanian
3453161963,Star Trek. Deep Space Nine 18. Der Schwarm.,John Peel,2000,Heyne,http://images.amazon.com/images/P/3453161963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453161963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453161963.01.LZZZZZZZ.jpg,$187.43,48357,3,Comedy,Hungarian
3453161599,Der Kardinal im Kreml. Roman.,Tom Clancy,1999,Heyne,http://images.amazon.com/images/P/3453161599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453161599.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453161599.01.LZZZZZZZ.jpg,$205.64,10515,3,Comedy,Albanian
3453199057,Gegenschlag.,Eric L. Harry,2002,Heyne,http://images.amazon.com/images/P/3453199057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453199057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453199057.01.LZZZZZZZ.jpg,$372.20,55091,1,Drama,Spanish
3471772510,Artemis Fowl.,Eoin Colfer,2001,List,http://images.amazon.com/images/P/3471772510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3471772510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3471772510.01.LZZZZZZZ.jpg,$202.14,53902,2,Drama,Oriya
3453199227,Schatten der Verdammnis.,Steve Alten,2001,Heyne,http://images.amazon.com/images/P/3453199227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453199227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453199227.01.LZZZZZZZ.jpg,$91.12,39937,5,Drama,Belarusian
3453180151,Planquadrat Capricorn.,Charles Ryan,2001,Heyne,http://images.amazon.com/images/P/3453180151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453180151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453180151.01.LZZZZZZZ.jpg,$445.56,30961,2,Drama,Assamese
3453129393,Tom Clancy's Power Plays Politika.,Tom Clancy,1998,Heyne,http://images.amazon.com/images/P/3453129393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453129393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453129393.01.LZZZZZZZ.jpg,$483.83,29922,2,Drama,Chinese
3453131274,Tom Clancy's Op- Center. Chaostage.,Tom Clancy,1998,Heyne,http://images.amazon.com/images/P/3453131274.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453131274.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453131274.01.LZZZZZZZ.jpg,$292.12,47404,3,Action,Malayalam
345321062X,Endspiel. Roman zum groÃ?Â?en Finale von Star Trek- Voyager.,Diane Carey,2001,Heyne,http://images.amazon.com/images/P/345321062X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/345321062X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/345321062X.01.LZZZZZZZ.jpg,$421.79,89078,1,Crime,Maltese
3404242084,Gottes Maschinen. Ein archÃ?Â¤ologischer Science Fiction Roman.,Jack McDevitt,1996,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404242084.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404242084.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404242084.01.LZZZZZZZ.jpg,$310.99,91735,5,Drama,Tswana
3442352797,Angriff bei Nacht.,Stephen Coonts,2000,Goldmann,http://images.amazon.com/images/P/3442352797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442352797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442352797.01.LZZZZZZZ.jpg,$314.64,25830,4,Comedy,Zulu
380978857,The Golden One,Elizabeth Peters,2002,William Morrow &amp; Company,http://images.amazon.com/images/P/0380978857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380978857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380978857.01.LZZZZZZZ.jpg,$455.01,6809,9,Documentary,German
553569783,Heartstone,PHILLIP M. MARGOLIN,1995,Bantam,http://images.amazon.com/images/P/0553569783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569783.01.LZZZZZZZ.jpg,$428.61,16580,3,Drama,Somali
394930142,The Berenstain Bears and Too Much Vacation (First Time Books),Stan Berenstain,1989,Random House Childrens Books,http://images.amazon.com/images/P/0394930142.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394930142.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394930142.01.LZZZZZZZ.jpg,$200.05,38179,8,Children,West Frisian
440211344,A Little Raw on Monday Mornings,Robert Cormier,1992,Laurel-Leaf Books,http://images.amazon.com/images/P/0440211344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211344.01.LZZZZZZZ.jpg,$127.83,50225,8,Drama,Albanian
974265217,Lessons from the Gypsy Camp,Elizabeth Appell,2004,Scribes Valley Publishing Co.,http://images.amazon.com/images/P/0974265217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0974265217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0974265217.01.LZZZZZZZ.jpg,$170.28,89190,8,Drama,Japanese
312952376,Summer of Fear,T. Jefferson Parker,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312952376.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312952376.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312952376.01.LZZZZZZZ.jpg,$218.72,9747,3,Documentary,Bengali
157566318X,Dead Men Don't Dance (Charlie Plato Mysteries (Paperback)),Margaret Chittenden,1998,Kensington Publishing Corporation,http://images.amazon.com/images/P/157566318X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157566318X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157566318X.01.LZZZZZZZ.jpg,$270.31,55809,2,Action,Armenian
312982909,Smoke-Filled Rooms (A Smokey Dalton Novel),Kris Nelscott,2002,St. Martin's Press,http://images.amazon.com/images/P/0312982909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312982909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312982909.01.LZZZZZZZ.jpg,$477.40,82087,1,Drama,Dzongkha
380815516,Leaving Lonely Town,Cait London,2001,Avon,http://images.amazon.com/images/P/0380815516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380815516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380815516.01.LZZZZZZZ.jpg,$163.56,27195,2,Comedy,English
812571037,Fourth Down,Dave Klein,2000,Tor Books,http://images.amazon.com/images/P/0812571037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812571037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812571037.01.LZZZZZZZ.jpg,$412.87,83075,2,Comedy,Finnish
1587670585,Oblivion,Jay R. Bonansinga,2004,Cemetery Dance Publications,http://images.amazon.com/images/P/1587670585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587670585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587670585.01.LZZZZZZZ.jpg,$222.42,42584,2,Drama,Spanish
439314348,Electric Storm (Magic School Bus Chapter Book),Anne Capeci,2003,Scholastic,http://images.amazon.com/images/P/0439314348.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439314348.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439314348.01.LZZZZZZZ.jpg,$281.53,45136,9,Animation,Hungarian
767900553,Book of Shadows: A Modern Woman's Journey into the Wisdom of Witchcraft and the Magic of the Goddess,Phyllis Curott,1999,Broadway Books,http://images.amazon.com/images/P/0767900553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900553.01.LZZZZZZZ.jpg,$364.20,55673,6,Comedy,Bosnian
765300133,The Wooden Sea : A Novel,Jonathan Carroll,2002,Tor Books,http://images.amazon.com/images/P/0765300133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765300133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765300133.01.LZZZZZZZ.jpg,$453.56,99385,10,Comedy,Hungarian
571169333,Arcadia,Tom Stoppard,1993,Faber and Faber,http://images.amazon.com/images/P/0571169333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571169333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571169333.01.LZZZZZZZ.jpg,$252.77,85950,5,Drama,Northern Sotho
767900235,Just Listen: A Guide to Finding Your Own True Voice,Nancy O'Hara,1998,Broadway Books,http://images.amazon.com/images/P/0767900235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900235.01.LZZZZZZZ.jpg,$327.64,76969,2,Drama,Haitian Creole
289703417,The thriller; the suspense film from 1946 (Studio Vista/Dutton pictureback),Brian Davis,1973,Studio Vista,http://images.amazon.com/images/P/0289703417.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0289703417.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0289703417.01.LZZZZZZZ.jpg,$144.64,56386,3,Action,English
446513717,The Corsican Woman,Madge Swindell,1988,Warner Books Inc,http://images.amazon.com/images/P/0446513717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446513717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446513717.01.LZZZZZZZ.jpg,$123.42,6599,5,Action,Luxembourgish
1886913080,Crossing the Moon: A Journey Through Infertility,Paulette Bates Alden,1996,Consortium Book Sales &amp; Dist,http://images.amazon.com/images/P/1886913080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1886913080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1886913080.01.LZZZZZZZ.jpg,$285.83,28401,6,Crime,Aymara
380506092,The Natural,Bernard Malamud,1995,Avon Books,http://images.amazon.com/images/P/0380506092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380506092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380506092.01.LZZZZZZZ.jpg,$364.38,46456,8,Crime,Dari
140443622,The Rise of the Roman Empire (Penguin Classics),Polybius,1980,Penguin Books,http://images.amazon.com/images/P/0140443622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140443622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140443622.01.LZZZZZZZ.jpg,$284.84,56032,3,Horror,New Zealand Sign Language
688059147,Imponderables,David Feldman,1987,Perennial Currents,http://images.amazon.com/images/P/0688059147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688059147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688059147.01.LZZZZZZZ.jpg,$43.04,23248,9,Crime,Kannada
349111049,Happy Now,Charles Higson,2001,Little Brown UK Ltd,http://images.amazon.com/images/P/0349111049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0349111049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0349111049.01.LZZZZZZZ.jpg,$157.77,76935,7,Drama,Ndebele
3453180372,Eine Liebe fÃ?Â¼r die Ewigkeit.,Carol Thurston,2001,Heyne,http://images.amazon.com/images/P/3453180372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453180372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453180372.01.LZZZZZZZ.jpg,$38.22,28923,8,Comedy,Filipino
887801161,Half-Breed (Goodread Biographies),Maria Campbell,1983,Goodread Biography,http://images.amazon.com/images/P/0887801161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887801161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887801161.01.LZZZZZZZ.jpg,$346.58,81220,5,Crime,Kashmiri
698118022,Sadako and the Thousand Paper Cranes,Eleanor Coerr,1999,Puffin Books,http://images.amazon.com/images/P/0698118022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0698118022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0698118022.01.LZZZZZZZ.jpg,$214.72,91338,4,Action,Danish
590208330,Hiroshima,Laurence Yep,1996,Scholastic,http://images.amazon.com/images/P/0590208330.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590208330.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590208330.01.LZZZZZZZ.jpg,$419.72,6414,7,Drama,Ndebele
894806319,The Kid's Book of Questions,Gregory Stock,1988,Workman Publishing,http://images.amazon.com/images/P/0894806319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894806319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894806319.01.LZZZZZZZ.jpg,$288.19,85803,5,Adventure,Assamese
140383093,The Odyssey (Puffin Classics),Homer,1997,Puffin Books,http://images.amazon.com/images/P/0140383093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140383093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140383093.01.LZZZZZZZ.jpg,$365.47,63689,10,Drama,Oriya
440479002,The Sign of the Beaver,Elizabeth George Speare,1994,Yearling Books,http://images.amazon.com/images/P/0440479002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440479002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440479002.01.LZZZZZZZ.jpg,$475.23,50891,5,Adventure,Marathi
671502956,Murder of the Fourth of July,Carolyn Keene,1996,Simon Pulse,http://images.amazon.com/images/P/0671502956.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671502956.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671502956.01.LZZZZZZZ.jpg,$335.32,97211,1,Horror,Czech
679811117,Frances Dances (Frances in the Fourth Grade),Ilene Cooper,1991,Random House Children's Books,http://images.amazon.com/images/P/0679811117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679811117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679811117.01.LZZZZZZZ.jpg,$19.83,77765,5,Adventure,Tswana
688177212,Bones : Our Skeletal System,Seymour Simon,2000,HarperTrophy,http://images.amazon.com/images/P/0688177212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177212.01.LZZZZZZZ.jpg,$125.49,68722,8,Crime,Lao
525450300,My Side of the Mountain,Jean Craighead George,1975,Dutton Books,http://images.amazon.com/images/P/0525450300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525450300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525450300.01.LZZZZZZZ.jpg,$237.63,17301,7,Action,Icelandic
340682655,Disco Biscuits,Sarah Champion,1999,Trafalgar Square,http://images.amazon.com/images/P/0340682655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340682655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340682655.01.LZZZZZZZ.jpg,$314.74,7433,5,Action,Bengali
