ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
812541723,There and Back Again,Pat Murphy,2000,Tor Books,http://images.amazon.com/images/P/0812541723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812541723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812541723.01.LZZZZZZZ.jpg,216.44,114918,6.6,Documentary,Kyrgyz
192836544,Confessions of an English Opium-Eater and Other Writings (Oxford World's Classics (Paperback)),Thomas De Quincey,1998,Oxford University Press,http://images.amazon.com/images/P/0192836544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192836544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192836544.01.LZZZZZZZ.jpg,276.29,114480,10,Animation,Bosnian
2070376001,Armoires Vides (Folio Series No. 1600),Annie Ernaux,1989,Contemporary French Fiction,http://images.amazon.com/images/P/2070376001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070376001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070376001.01.LZZZZZZZ.jpg,188.01,77608,4.2,Comedy,English
2070403947,Lettres de Londres,Julian Barnes,1998,Gallimard,http://images.amazon.com/images/P/2070403947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070403947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070403947.01.LZZZZZZZ.jpg,242.09,75600,5.5,Comedy,Polish
672307456,Html and Cgi Unleashed/Book and Cd-Rom,John December,1995,Macmillan Computer Pub,http://images.amazon.com/images/P/0672307456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0672307456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0672307456.01.LZZZZZZZ.jpg,218.84,54035,5.6,Action,Hindi
140360778,The Road to Memphis,Mildred D. Taylor,1992,Puffin Books,http://images.amazon.com/images/P/0140360778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140360778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140360778.01.LZZZZZZZ.jpg,123.67,104328,7.2,Drama,Estonian
877853983,Light in My Darkness,Helen Keller,2000,Chrysalis Books,http://images.amazon.com/images/P/0877853983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877853983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877853983.01.LZZZZZZZ.jpg,393.22,100064,8.3,Documentary,Kurdish
3442426081,Das Echo aller Furcht. Roman.,Tom Clancy,1994,Goldmann,http://images.amazon.com/images/P/3442426081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442426081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442426081.01.LZZZZZZZ.jpg,128.87,55500,3.8,Sci-Fi,Punjabi
3453139941,Invasion 3. Der Feind der Zeit. Star Trek.,L. A. Graf,1998,Heyne,http://images.amazon.com/images/P/3453139941.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453139941.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453139941.01.LZZZZZZZ.jpg,132.25,154880,8.3,Drama,Lithuanian
3453161963,Star Trek. Deep Space Nine 18. Der Schwarm.,John Peel,2000,Heyne,http://images.amazon.com/images/P/3453161963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453161963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453161963.01.LZZZZZZZ.jpg,187.43,49755,3.4,Comedy,Hungarian
3453161599,Der Kardinal im Kreml. Roman.,Tom Clancy,1999,Heyne,http://images.amazon.com/images/P/3453161599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453161599.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453161599.01.LZZZZZZZ.jpg,205.64,36153,3.5,Comedy,Albanian
3453199057,Gegenschlag.,Eric L. Harry,2002,Heyne,http://images.amazon.com/images/P/3453199057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453199057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453199057.01.LZZZZZZZ.jpg,372.2,16218,1.3,Drama,Spanish
3471772510,Artemis Fowl.,Eoin Colfer,2001,List,http://images.amazon.com/images/P/3471772510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3471772510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3471772510.01.LZZZZZZZ.jpg,202.14,35310,2.2,Drama,Oriya
3453199227,Schatten der Verdammnis.,Steve Alten,2001,Heyne,http://images.amazon.com/images/P/3453199227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453199227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453199227.01.LZZZZZZZ.jpg,91.12,72610,5.8,Drama,Belarusian
3453180151,Planquadrat Capricorn.,Charles Ryan,2001,Heyne,http://images.amazon.com/images/P/3453180151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453180151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453180151.01.LZZZZZZZ.jpg,445.56,22800,2.3,Drama,Assamese
3453129393,Tom Clancy's Power Plays Politika.,Tom Clancy,1998,Heyne,http://images.amazon.com/images/P/3453129393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453129393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453129393.01.LZZZZZZZ.jpg,483.83,21424,2.5,Drama,Chinese
3453131274,Tom Clancy's Op- Center. Chaostage.,Tom Clancy,1998,Heyne,http://images.amazon.com/images/P/3453131274.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453131274.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453131274.01.LZZZZZZZ.jpg,292.12,34980,3.2,Action,Malayalam
345321062X,Endspiel. Roman zum groÃ?Â?en Finale von Star Trek- Voyager.,Diane Carey,2001,Heyne,http://images.amazon.com/images/P/345321062X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/345321062X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/345321062X.01.LZZZZZZZ.jpg,421.79,12423,1.2,Crime,Maltese
3404242084,Gottes Maschinen. Ein archÃ?Â¤ologischer Science Fiction Roman.,Jack McDevitt,1996,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404242084.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404242084.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404242084.01.LZZZZZZZ.jpg,310.99,59085,5.4,Drama,Tswana
3442352797,Angriff bei Nacht.,Stephen Coonts,2000,Goldmann,http://images.amazon.com/images/P/3442352797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442352797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442352797.01.LZZZZZZZ.jpg,314.64,79104,4.2,Comedy,Zulu
380978857,The Golden One,Elizabeth Peters,2002,William Morrow &amp; Company,http://images.amazon.com/images/P/0380978857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380978857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380978857.01.LZZZZZZZ.jpg,455.01,119790,9.7,Documentary,German
553569783,Heartstone,PHILLIP M. MARGOLIN,1995,Bantam,http://images.amazon.com/images/P/0553569783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569783.01.LZZZZZZZ.jpg,428.61,49266,3.4,Drama,Somali
394930142,The Berenstain Bears and Too Much Vacation (First Time Books),Stan Berenstain,1989,Random House Childrens Books,http://images.amazon.com/images/P/0394930142.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394930142.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394930142.01.LZZZZZZZ.jpg,200.05,125568,8.7,Children,West Frisian
440211344,A Little Raw on Monday Mornings,Robert Cormier,1992,Laurel-Leaf Books,http://images.amazon.com/images/P/0440211344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211344.01.LZZZZZZZ.jpg,127.83,129360,8.5,Drama,Albanian
974265217,Lessons from the Gypsy Camp,Elizabeth Appell,2004,Scribes Valley Publishing Co.,http://images.amazon.com/images/P/0974265217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0974265217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0974265217.01.LZZZZZZZ.jpg,170.28,150656,8.1,Drama,Japanese
312952376,Summer of Fear,T. Jefferson Parker,2004,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312952376.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312952376.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312952376.01.LZZZZZZZ.jpg,218.72,53328,3.1,Documentary,Bengali
157566318X,Dead Men Don't Dance (Charlie Plato Mysteries (Paperback)),Margaret Chittenden,1998,Kensington Publishing Corporation,http://images.amazon.com/images/P/157566318X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157566318X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157566318X.01.LZZZZZZZ.jpg,270.31,32448,2.2,Action,Armenian
312982909,Smoke-Filled Rooms (A Smokey Dalton Novel),Kris Nelscott,2002,St. Martin's Press,http://images.amazon.com/images/P/0312982909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312982909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312982909.01.LZZZZZZZ.jpg,477.4,15080,1.3,Drama,Dzongkha
380815516,Leaving Lonely Town,Cait London,2001,Avon,http://images.amazon.com/images/P/0380815516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380815516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380815516.01.LZZZZZZZ.jpg,163.56,25724,2.8,Comedy,English
812571037,Fourth Down,Dave Klein,2000,Tor Books,http://images.amazon.com/images/P/0812571037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812571037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812571037.01.LZZZZZZZ.jpg,412.87,34026,2.7,Comedy,Finnish
1587670585,Oblivion,Jay R. Bonansinga,2004,Cemetery Dance Publications,http://images.amazon.com/images/P/1587670585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587670585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587670585.01.LZZZZZZZ.jpg,222.42,33384,2.9,Drama,Spanish
439314348,Electric Storm (Magic School Bus Chapter Book),Anne Capeci,2003,Scholastic,http://images.amazon.com/images/P/0439314348.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439314348.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439314348.01.LZZZZZZZ.jpg,281.53,90000,9.8,Animation,Hungarian
767900553,Book of Shadows: A Modern Woman's Journey into the Wisdom of Witchcraft and the Magic of the Goddess,Phyllis Curott,1999,Broadway Books,http://images.amazon.com/images/P/0767900553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900553.01.LZZZZZZZ.jpg,364.2,73080,6.1,Comedy,Bosnian
765300133,The Wooden Sea : A Novel,Jonathan Carroll,2002,Tor Books,http://images.amazon.com/images/P/0765300133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765300133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765300133.01.LZZZZZZZ.jpg,453.56,190320,10,Comedy,Hungarian
571169333,Arcadia,Tom Stoppard,1993,Faber and Faber,http://images.amazon.com/images/P/0571169333.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571169333.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571169333.01.LZZZZZZZ.jpg,252.77,66875,5.3,Drama,Northern Sotho
767900235,Just Listen: A Guide to Finding Your Own True Voice,Nancy O'Hara,1998,Broadway Books,http://images.amazon.com/images/P/0767900235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900235.01.LZZZZZZZ.jpg,327.64,38400,2.5,Drama,Haitian Creole
289703417,The thriller; the suspense film from 1946 (Studio Vista/Dutton pictureback),Brian Davis,1973,Studio Vista,http://images.amazon.com/images/P/0289703417.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0289703417.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0289703417.01.LZZZZZZZ.jpg,144.64,48822,3.4,Action,English
446513717,The Corsican Woman,Madge Swindell,1988,Warner Books Inc,http://images.amazon.com/images/P/0446513717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446513717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446513717.01.LZZZZZZZ.jpg,123.42,92925,5.1,Action,Luxembourgish
1886913080,Crossing the Moon: A Journey Through Infertility,Paulette Bates Alden,1996,Consortium Book Sales &amp; Dist,http://images.amazon.com/images/P/1886913080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1886913080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1886913080.01.LZZZZZZZ.jpg,285.83,129600,6.8,Crime,Aymara
380506092,The Natural,Bernard Malamud,1995,Avon Books,http://images.amazon.com/images/P/0380506092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380506092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380506092.01.LZZZZZZZ.jpg,364.38,153520,8.2,Crime,Dari
140443622,The Rise of the Roman Empire (Penguin Classics),Polybius,1980,Penguin Books,http://images.amazon.com/images/P/0140443622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140443622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140443622.01.LZZZZZZZ.jpg,284.84,40920,3.6,Horror,New Zealand Sign Language
688059147,Imponderables,David Feldman,1987,Perennial Currents,http://images.amazon.com/images/P/0688059147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688059147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688059147.01.LZZZZZZZ.jpg,43.04,129042,9.4,Crime,Kannada
349111049,Happy Now,Charles Higson,2001,Little Brown UK Ltd,http://images.amazon.com/images/P/0349111049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0349111049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0349111049.01.LZZZZZZZ.jpg,157.77,85078,7.4,Drama,Ndebele
3453180372,Eine Liebe fÃ?Â¼r die Ewigkeit.,Carol Thurston,2001,Heyne,http://images.amazon.com/images/P/3453180372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453180372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453180372.01.LZZZZZZZ.jpg,38.22,116480,8.5,Comedy,Filipino
887801161,Half-Breed (Goodread Biographies),Maria Campbell,1983,Goodread Biography,http://images.amazon.com/images/P/0887801161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887801161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887801161.01.LZZZZZZZ.jpg,346.58,53550,5.2,Crime,Kashmiri
698118022,Sadako and the Thousand Paper Cranes,Eleanor Coerr,1999,Puffin Books,http://images.amazon.com/images/P/0698118022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0698118022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0698118022.01.LZZZZZZZ.jpg,214.72,53136,4.1,Action,Danish
590208330,Hiroshima,Laurence Yep,1996,Scholastic,http://images.amazon.com/images/P/0590208330.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590208330.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590208330.01.LZZZZZZZ.jpg,419.72,73542,7.6,Drama,Ndebele
894806319,The Kid's Book of Questions,Gregory Stock,1988,Workman Publishing,http://images.amazon.com/images/P/0894806319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894806319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894806319.01.LZZZZZZZ.jpg,288.19,70200,5.8,Adventure,Assamese
140383093,The Odyssey (Puffin Classics),Homer,1997,Puffin Books,http://images.amazon.com/images/P/0140383093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140383093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140383093.01.LZZZZZZZ.jpg,365.47,123120,10,Drama,Oriya
440479002,The Sign of the Beaver,Elizabeth George Speare,1994,Yearling Books,http://images.amazon.com/images/P/0440479002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440479002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440479002.01.LZZZZZZZ.jpg,475.23,89345,5.2,Adventure,Marathi
671502956,Murder of the Fourth of July,Carolyn Keene,1996,Simon Pulse,http://images.amazon.com/images/P/0671502956.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671502956.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671502956.01.LZZZZZZZ.jpg,335.32,15476,1.4,Horror,Czech
679811117,Frances Dances (Frances in the Fourth Grade),Ilene Cooper,1991,Random House Children's Books,http://images.amazon.com/images/P/0679811117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679811117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679811117.01.LZZZZZZZ.jpg,19.83,69525,5.7,Adventure,Tswana
688177212,Bones : Our Skeletal System,Seymour Simon,2000,HarperTrophy,http://images.amazon.com/images/P/0688177212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177212.01.LZZZZZZZ.jpg,125.49,103680,8.8,Crime,Lao
525450300,My Side of the Mountain,Jean Craighead George,1975,Dutton Books,http://images.amazon.com/images/P/0525450300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525450300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525450300.01.LZZZZZZZ.jpg,237.63,123032,7.5,Action,Icelandic
340682655,Disco Biscuits,Sarah Champion,1999,Trafalgar Square,http://images.amazon.com/images/P/0340682655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340682655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340682655.01.LZZZZZZZ.jpg,314.74,78480,5.7,Action,Bengali
075221912X,Big Brother: The Unseen Story,Jean Ritchie,2000,Pan Macmillan,http://images.amazon.com/images/P/075221912X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/075221912X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/075221912X.01.LZZZZZZZ.jpg,16.23,157248,9.5,Adventure,Kazakh
586212345,The Mafia,Claire Sterling,1991,HarperCollins Publishers,http://images.amazon.com/images/P/0586212345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0586212345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0586212345.01.LZZZZZZZ.jpg,477.7,112716,9.4,Comedy,Gagauz
751531111,Serve Cool,Lauren McCrossan,2002,Trafalgar Square,http://images.amazon.com/images/P/0751531111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751531111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751531111.01.LZZZZZZZ.jpg,494.52,34454,2.7,Action,Luxembourgish
382095464,Fish (My World-Red),Christine Butterworth,1988,Silver Burdett Press,http://images.amazon.com/images/P/0382095464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0382095464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0382095464.01.LZZZZZZZ.jpg,199.48,32742,3.6,Action,Kazakh
689851928,America : A Patriotic Primer,Lynne Cheney,2002,Simon &amp; Schuster Children's Publishing,http://images.amazon.com/images/P/0689851928.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689851928.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689851928.01.LZZZZZZZ.jpg,401.04,72546,6.6,Drama,Marathi
679768548,Ratking,Michael Dibdin,1997,Vintage Books USA,http://images.amazon.com/images/P/0679768548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679768548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679768548.01.LZZZZZZZ.jpg,372.1,147393,9.5,Action,Bengali
679735933,Children of Light,Robert Stone,1995,Vintage Books USA,http://images.amazon.com/images/P/0679735933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735933.01.LZZZZZZZ.jpg,132.17,125400,6.6,Drama,Latvian
067973709X,Mating,Norman Rush,1992,Vintage Books USA,http://images.amazon.com/images/P/067973709X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067973709X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067973709X.01.LZZZZZZZ.jpg,304.21,13608,1.7,Drama,Malagasy
067172519X,RAISE THE TITANIC (Clive Cussler),Clive Cussler,1990,Pocket,http://images.amazon.com/images/P/067172519X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067172519X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067172519X.01.LZZZZZZZ.jpg,106.49,34542,2.5,Drama,Danish
312850107,Pandora by Holly Hollander,Gene Wolfe,1990,St Martins Pr,http://images.amazon.com/images/P/0312850107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312850107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312850107.01.LZZZZZZZ.jpg,62.67,37944,3.3,Action,Romanian
61059064,Jingo: A Novel of Discworld,Terry Pratchett,1999,HarperTorch,http://images.amazon.com/images/P/0061059064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061059064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061059064.01.LZZZZZZZ.jpg,496.05,168950,10,Adventure,Bosnian
770420451,The Diviners,Laurence,1984,Bantam Books,http://images.amazon.com/images/P/0770420451.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0770420451.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0770420451.01.LZZZZZZZ.jpg,167.92,123200,8.2,Comedy,Armenian
802134483,Natural Born Killers: The Original Screenplay,Quentin Tarantino,2000,Grove Press,http://images.amazon.com/images/P/0802134483.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802134483.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802134483.01.LZZZZZZZ.jpg,277.18,139000,10,Drama,Spanish
1586608355,Cora,Mildred Colvin,2003,Heartsong,http://images.amazon.com/images/P/1586608355.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1586608355.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1586608355.01.LZZZZZZZ.jpg,377.08,54356,4.4,Horror,Kazakh
802839592,Etty: The Letters and Diaries of Etty Hillesum 1941-1943,Etty Hillesum,2002,Wm. B. Eerdmans Publishing Company,http://images.amazon.com/images/P/0802839592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802839592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802839592.01.LZZZZZZZ.jpg,299.9,113208,6.5,Drama,Icelandic
9504907210,El Demonio y La Senorita Prym,Paulo Coelho,2001,Planeta,http://images.amazon.com/images/P/9504907210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9504907210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9504907210.01.LZZZZZZZ.jpg,414.5,138024,9.6,Comedy,Finnish
60591838,Once Minutos,Paulo Coelho,2003,Rayo,http://images.amazon.com/images/P/0060591838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060591838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060591838.01.LZZZZZZZ.jpg,330.7,84525,5.7,Musical,Romanian
590436368,101 Hopelessly Hilarious Jokes,Lisa Eisenberg,1990,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590436368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590436368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590436368.01.LZZZZZZZ.jpg,277.83,54075,5.4,Western,Italian
1550501208,The Half-Pipe Kidd,Alison Acheson,1997,Coteau Books,http://images.amazon.com/images/P/1550501208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1550501208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1550501208.01.LZZZZZZZ.jpg,231.82,32760,3.5,Drama,Romanian
816744459,I Can Read About Thunder and Lightning (I Can Read About),David Cutts,1998,Troll Communications,http://images.amazon.com/images/P/0816744459.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816744459.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816744459.01.LZZZZZZZ.jpg,311.77,35595,3.7,Horror,Danish
671782908,TWILIGHT,Nancy Pickard,1996,Pocket,http://images.amazon.com/images/P/0671782908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671782908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671782908.01.LZZZZZZZ.jpg,223.49,40920,3.8,Crime,Maltese
440473314,Raggedy Ann and the Golden Ring,Johnny Gruelle,1978,Yearling Books,http://images.amazon.com/images/P/0440473314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440473314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440473314.01.LZZZZZZZ.jpg,417.83,17820,1.2,Comedy,Hungarian
590020641,Ghost Town Treasure,Clyde R. Bulla,1970,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590020641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590020641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590020641.01.LZZZZZZZ.jpg,347.5,179140,10,Action,Portuguese
802457010,The mystery of the missing bracelets,Dorothy McKay Martin,1980,Moody Press,http://images.amazon.com/images/P/0802457010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802457010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802457010.01.LZZZZZZZ.jpg,320.06,52924,4.4,Action,Filipino
721406327,The Secret Garden (Ladybirds Children's Classics),Frances Hodgson Burnett,1980,Ladybird Books Ltd,http://images.amazon.com/images/P/0721406327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0721406327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0721406327.01.LZZZZZZZ.jpg,203.29,108675,9.4,Comedy,English
888628501,Plan B Is Total Panic (Time of our Lives Series),Martin Godfrey,1986,Lorimer,http://images.amazon.com/images/P/0888628501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0888628501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0888628501.01.LZZZZZZZ.jpg,281.22,101000,10,Documentary,Zulu
590472976,Genies Don't Ride Bicycles (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1994,Scholastic,http://images.amazon.com/images/P/0590472976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590472976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590472976.01.LZZZZZZZ.jpg,83,50000,4.6,Drama,Khmer
766601579,The Lucky Glasses (A Happy Ending Book),Tony Hutchings,1997,Modern Publishing,http://images.amazon.com/images/P/0766601579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0766601579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0766601579.01.LZZZZZZZ.jpg,444.42,126840,8.2,Comedy,Pashto
590433369,101 Cat and Dog Jokes,Katy Hall,1990,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590433369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590433369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590433369.01.LZZZZZZZ.jpg,238.62,99498,7.7,Comedy,Punjabi
